age,job,marital,education,make_deposit,y
25,admin.,single,high.school,0.006,no
36,management,married,unknown,0.003,no
39,admin.,married,high.school,0.268,no
31,entrepreneur,single,basic.9y,0.002,no
43,technician,married,university.degree,0.104,no
32,student,married,high.school,0.219,no
34,management,single,university.degree,0.022,no
51,retired,married,university.degree,0.016,no
44,technician,married,university.degree,0.682,yes
30,technician,married,high.school,0.011,no
49,services,married,high.school,0.011,no
46,services,married,high.school,0.001,no
26,blue-collar,married,basic.9y,0.005,no
37,self-employed,married,university.degree,0.128,no
27,admin.,single,high.school,0.048,no
33,technician,married,high.school,0.001,no
35,admin.,married,high.school,0.002,no
27,blue-collar,single,basic.6y,0.008,no
30,admin.,single,university.degree,0.827,yes
39,technician,married,basic.9y,0.007,no
31,admin.,married,high.school,0.046,no
35,blue-collar,married,high.school,0.003,no
36,blue-collar,married,basic.4y,0.004,no
33,services,married,high.school,0.325,no
46,self-employed,single,high.school,0.078,no
40,services,married,high.school,0.055,no
25,admin.,single,high.school,0.434,yes
39,blue-collar,married,high.school,0.031,no
48,blue-collar,married,basic.9y,0.007,no
39,entrepreneur,married,high.school,0.017,no
35,technician,married,professional.course,0,no
31,technician,married,professional.course,0.007,no
30,management,married,university.degree,0.002,no
53,technician,married,professional.course,0.304,no
35,technician,single,university.degree,0.002,no
46,blue-collar,divorced,basic.9y,0.053,no
47,management,married,professional.course,0.006,no
36,admin.,married,university.degree,0,no
33,blue-collar,single,basic.9y,0.003,no
24,services,single,high.school,0.511,yes
54,technician,divorced,basic.9y,0.01,no
30,blue-collar,married,basic.4y,0.041,no
37,management,divorced,university.degree,0.524,yes
54,blue-collar,married,basic.4y,0.002,no
66,retired,married,basic.6y,0.323,no
37,services,married,high.school,0.004,no
36,admin.,married,high.school,0.001,no
37,technician,single,professional.course,0.053,no
39,admin.,married,basic.6y,0.036,no
61,retired,married,high.school,0.757,no
34,blue-collar,married,basic.9y,0.71,no
58,management,married,basic.6y,0.016,no
40,blue-collar,married,high.school,0,no
41,technician,single,high.school,0.008,no
35,entrepreneur,married,university.degree,0.038,no
26,blue-collar,single,professional.course,0.053,no
43,technician,married,high.school,0.558,yes
42,admin.,married,university.degree,0,no
56,retired,divorced,university.degree,0.439,no
48,self-employed,married,university.degree,0.002,no
33,admin.,single,university.degree,0.234,no
41,blue-collar,married,basic.6y,0.001,no
33,admin.,single,university.degree,0.005,no
50,admin.,divorced,university.degree,0.008,no
54,retired,married,high.school,0.002,no
42,management,married,basic.9y,0.005,no
31,services,single,university.degree,0.004,no
44,services,married,high.school,0,no
65,retired,married,basic.4y,0.827,yes
34,blue-collar,married,basic.9y,0.01,no
37,blue-collar,married,high.school,0.003,no
37,services,married,high.school,0,no
43,admin.,single,university.degree,0.001,no
34,unemployed,single,high.school,0.01,no
35,blue-collar,married,basic.6y,0.002,no
45,services,married,basic.9y,0.001,no
30,self-employed,married,professional.course,0.055,no
31,management,single,university.degree,0.014,no
76,housemaid,married,basic.4y,0.489,yes
36,admin.,single,high.school,0.003,no
46,admin.,married,basic.9y,0.139,no
38,admin.,married,high.school,0.001,no
50,management,married,high.school,0,no
50,management,married,university.degree,0,no
57,admin.,married,basic.9y,0.007,no
36,admin.,divorced,university.degree,0.001,no
23,student,single,high.school,0.56,no
40,management,married,university.degree,0.004,no
48,blue-collar,married,basic.4y,0.068,no
36,admin.,divorced,high.school,0.004,no
42,entrepreneur,married,high.school,0.004,no
35,unemployed,single,university.degree,0.052,yes
48,self-employed,married,high.school,0.007,no
61,retired,married,university.degree,0.639,yes
33,management,married,university.degree,0.685,yes
44,entrepreneur,married,high.school,0.002,no
39,admin.,single,university.degree,0.047,no
30,blue-collar,married,basic.9y,0,no
58,technician,married,professional.course,0.003,no
41,admin.,married,basic.4y,0,no
33,entrepreneur,married,university.degree,0.063,no
42,blue-collar,married,high.school,0.024,no
46,blue-collar,married,high.school,0.038,no
30,admin.,single,university.degree,0.848,no
35,admin.,divorced,university.degree,0.011,no
29,technician,single,professional.course,0.062,no
23,admin.,single,professional.course,0.009,no
39,admin.,married,university.degree,0.002,no
35,entrepreneur,married,high.school,0.008,no
47,blue-collar,married,unknown,0.01,no
40,admin.,single,high.school,0.021,no
45,admin.,married,high.school,0.005,no
48,admin.,single,university.degree,0.394,no
41,admin.,married,university.degree,0.003,no
57,retired,married,unknown,0.137,no
45,admin.,married,basic.9y,0,no
31,admin.,single,university.degree,0,no
37,services,married,basic.9y,0.002,no
37,blue-collar,married,basic.4y,0,no
27,blue-collar,single,high.school,0.005,no
57,self-employed,married,basic.4y,0.192,no
35,admin.,divorced,high.school,0.071,no
37,self-employed,married,university.degree,0.415,yes
45,admin.,divorced,university.degree,0.318,no
35,blue-collar,married,basic.9y,0,no
32,services,married,high.school,0,no
32,unemployed,married,university.degree,0.003,no
26,admin.,single,high.school,0.005,no
43,admin.,married,university.degree,0.006,no
24,services,married,professional.course,0.015,no
36,blue-collar,married,unknown,0.167,no
52,blue-collar,married,basic.4y,0.13,no
48,admin.,divorced,high.school,0.007,no
31,technician,single,professional.course,0.011,no
31,blue-collar,married,basic.9y,0.193,no
40,technician,married,professional.course,0.042,no
29,entrepreneur,married,high.school,0.01,no
49,blue-collar,married,professional.course,0.014,no
50,entrepreneur,married,basic.9y,0.005,no
48,admin.,married,high.school,0.049,no
60,retired,married,professional.course,0.422,no
49,blue-collar,married,basic.9y,0,no
37,blue-collar,married,high.school,0.001,no
33,technician,married,professional.course,0.195,no
56,retired,divorced,high.school,0.004,no
32,technician,married,professional.course,0,no
45,unknown,married,unknown,0.003,no
34,management,single,university.degree,0.003,no
51,unemployed,divorced,high.school,0.259,no
34,admin.,single,university.degree,0.806,no
50,management,married,university.degree,0.56,yes
37,blue-collar,divorced,basic.9y,0.005,no
69,blue-collar,married,unknown,0.426,no
29,admin.,married,high.school,0,no
33,unemployed,divorced,professional.course,0,no
58,services,married,basic.6y,0.036,no
46,blue-collar,married,basic.4y,0,no
49,admin.,married,high.school,0.175,no
30,blue-collar,single,basic.4y,0.003,no
48,blue-collar,married,basic.9y,0.656,no
38,technician,single,university.degree,0.067,no
36,blue-collar,married,basic.9y,0.001,no
49,blue-collar,married,basic.4y,0.001,no
43,blue-collar,married,basic.9y,0.007,no
51,admin.,married,university.degree,0.332,yes
37,services,divorced,basic.9y,0.001,no
46,management,married,university.degree,0.009,no
22,student,single,high.school,0.742,yes
32,blue-collar,single,basic.4y,0.567,yes
36,blue-collar,married,basic.9y,0,no
58,blue-collar,married,professional.course,0.012,no
32,management,single,university.degree,0.006,no
42,blue-collar,married,basic.6y,0.003,no
30,blue-collar,single,basic.9y,0.006,no
30,admin.,single,university.degree,0,no
78,retired,married,professional.course,0.355,no
28,technician,single,professional.course,0.032,no
49,retired,married,basic.4y,0.003,no
52,unemployed,married,high.school,0.008,no
35,blue-collar,married,basic.4y,0,no
27,student,single,high.school,0.092,no
37,technician,married,professional.course,0.008,no
31,blue-collar,married,basic.9y,0.006,no
31,admin.,single,university.degree,0.05,no
33,technician,married,professional.course,0.04,no
37,admin.,single,university.degree,0.006,no
45,unemployed,married,basic.9y,0.484,yes
26,services,single,high.school,0.01,no
36,blue-collar,married,basic.4y,0.02,no
37,admin.,married,basic.6y,0.546,yes
31,unemployed,single,university.degree,0.042,no
32,technician,single,university.degree,0,no
42,blue-collar,married,basic.9y,0.004,no
49,self-employed,divorced,unknown,0.044,no
45,technician,married,university.degree,0.005,no
54,services,divorced,high.school,0.352,yes
45,admin.,married,university.degree,0,no
27,admin.,single,high.school,0.144,no
31,admin.,married,high.school,0.251,yes
37,services,single,high.school,0.001,no
31,management,married,university.degree,0.003,no
35,management,single,university.degree,0.032,no
38,blue-collar,married,high.school,0.005,no
47,services,married,high.school,0.144,yes
37,blue-collar,married,basic.9y,0.012,no
30,admin.,married,high.school,0.002,no
41,blue-collar,single,basic.9y,0.034,no
29,technician,single,university.degree,0.034,no
35,self-employed,married,basic.9y,0.04,no
53,services,divorced,basic.4y,0.002,no
33,entrepreneur,married,university.degree,0.686,yes
70,retired,married,basic.4y,0.628,no
40,blue-collar,married,basic.9y,0.001,no
33,unemployed,single,university.degree,0.009,no
33,blue-collar,divorced,basic.9y,0.332,yes
44,admin.,married,university.degree,0.31,yes
35,blue-collar,married,basic.6y,0.002,no
55,admin.,married,high.school,0,no
32,technician,married,professional.course,0.008,no
32,services,married,basic.4y,0.322,no
33,technician,single,university.degree,0.01,no
36,management,married,university.degree,0.008,no
37,technician,single,high.school,0.049,no
32,management,divorced,university.degree,0.056,no
35,admin.,married,high.school,0.003,no
62,retired,divorced,university.degree,0.158,no
33,technician,single,basic.9y,0.028,no
51,management,married,university.degree,0.006,no
25,admin.,single,university.degree,0.535,no
50,admin.,single,high.school,0.555,yes
28,unknown,single,basic.9y,0.008,no
38,admin.,single,university.degree,0.007,no
27,technician,single,professional.course,0.024,no
45,blue-collar,single,high.school,0.019,no
42,unemployed,divorced,high.school,0.001,no
31,services,married,basic.6y,0.423,yes
23,management,single,university.degree,0.019,no
50,admin.,divorced,university.degree,0.581,no
33,management,married,university.degree,0.001,no
81,retired,divorced,basic.4y,0.429,yes
34,technician,married,university.degree,0.223,yes
32,admin.,single,university.degree,0.879,no
43,admin.,married,university.degree,0.002,no
25,services,single,unknown,0.198,no
36,blue-collar,married,basic.9y,0,no
37,admin.,single,high.school,0.004,no
31,blue-collar,single,basic.9y,0.083,no
38,technician,married,professional.course,0,no
39,technician,single,professional.course,0.505,no
36,admin.,married,university.degree,0.015,no
60,self-employed,divorced,university.degree,0.03,no
63,retired,married,professional.course,0.195,no
27,technician,married,basic.9y,0.549,no
32,technician,married,university.degree,0.496,yes
35,technician,single,professional.course,0.658,yes
25,blue-collar,single,basic.9y,0.06,no
46,services,married,basic.9y,0,no
57,blue-collar,divorced,basic.4y,0.55,no
40,blue-collar,married,basic.9y,0.017,no
49,housemaid,single,high.school,0.006,no
47,blue-collar,married,basic.9y,0.002,no
50,management,divorced,university.degree,0.016,no
38,blue-collar,divorced,basic.9y,0.111,no
39,blue-collar,married,basic.4y,0.207,no
32,technician,single,university.degree,0.008,no
32,entrepreneur,married,basic.4y,0.005,no
55,technician,married,professional.course,0.009,no
42,management,divorced,university.degree,0.198,no
43,blue-collar,married,basic.9y,0.597,yes
30,blue-collar,married,basic.4y,0.118,no
52,admin.,married,university.degree,0.436,yes
32,admin.,married,high.school,0.01,no
52,admin.,married,unknown,0.056,no
24,management,single,university.degree,0.415,no
33,services,divorced,high.school,0.011,no
36,unemployed,divorced,professional.course,0.16,no
43,entrepreneur,married,professional.course,0.109,yes
57,admin.,divorced,university.degree,0.375,yes
32,technician,married,high.school,0,no
35,self-employed,married,university.degree,0.002,no
36,admin.,single,high.school,0,no
54,services,married,unknown,0.004,no
49,blue-collar,divorced,high.school,0.004,no
24,student,single,high.school,0.662,yes
57,admin.,married,university.degree,0.35,no
43,technician,single,university.degree,0.252,no
35,admin.,married,university.degree,0.001,no
52,technician,married,high.school,0.008,no
55,management,married,basic.9y,0.069,no
26,technician,single,university.degree,0.258,no
41,blue-collar,married,basic.9y,0.019,no
35,blue-collar,married,basic.4y,0.302,no
37,management,unknown,high.school,0.001,no
25,self-employed,single,university.degree,0.012,no
54,housemaid,married,basic.4y,0,no
31,technician,married,professional.course,0.02,no
52,self-employed,single,university.degree,0.006,no
48,blue-collar,married,basic.9y,0.001,no
51,blue-collar,married,basic.9y,0.001,no
42,management,married,university.degree,0.022,no
25,technician,divorced,high.school,0.013,no
40,technician,married,high.school,0.111,no
33,blue-collar,married,basic.9y,0.006,no
35,technician,married,professional.course,0.002,no
56,blue-collar,married,basic.4y,0.561,no
52,management,married,university.degree,0.008,no
56,admin.,married,university.degree,0.013,no
25,services,single,professional.course,0.005,no
28,blue-collar,single,basic.9y,0.008,no
27,admin.,married,high.school,0.004,no
33,self-employed,married,university.degree,0.002,no
28,admin.,married,university.degree,0.001,no
34,technician,single,university.degree,0.025,no
55,housemaid,married,basic.4y,0.002,no
26,blue-collar,married,basic.9y,0.038,no
31,technician,single,professional.course,0.046,no
30,services,married,high.school,0.001,no
45,blue-collar,married,basic.9y,0.006,no
56,management,married,university.degree,0.005,no
32,technician,single,university.degree,0,no
25,admin.,single,high.school,0.004,no
50,services,single,high.school,0.007,no
33,technician,single,professional.course,0.295,no
33,admin.,married,university.degree,0.323,no
49,retired,married,high.school,0.089,no
31,technician,married,professional.course,0,no
28,admin.,single,high.school,0.005,no
55,management,married,basic.9y,0.013,no
56,retired,divorced,basic.4y,0,no
53,technician,married,professional.course,0.005,no
23,blue-collar,single,basic.9y,0.019,no
32,technician,single,high.school,0.007,no
37,blue-collar,married,basic.6y,0.026,no
30,technician,single,professional.course,0.005,no
38,entrepreneur,married,unknown,0.041,no
32,technician,married,high.school,0.017,no
34,technician,divorced,professional.course,0.001,no
54,admin.,married,high.school,0.113,no
34,blue-collar,married,basic.6y,0.012,no
32,technician,single,professional.course,0.003,no
52,admin.,married,unknown,0.004,no
39,services,divorced,high.school,0.002,no
35,admin.,married,high.school,0.037,no
45,technician,married,professional.course,0.003,no
44,blue-collar,married,professional.course,0.003,no
33,technician,married,professional.course,0.015,no
33,management,married,university.degree,0.012,no
44,technician,married,high.school,0,no
35,blue-collar,married,basic.9y,0.002,no
45,technician,married,high.school,0.022,no
38,self-employed,single,university.degree,0.123,no
48,admin.,divorced,professional.course,0.007,no
59,retired,married,professional.course,0.119,yes
29,admin.,single,university.degree,0.585,yes
31,technician,married,university.degree,0.101,no
33,management,married,basic.9y,0.019,no
38,blue-collar,married,basic.9y,0.003,no
30,blue-collar,married,basic.9y,0,no
71,retired,married,basic.4y,0.455,yes
31,admin.,married,university.degree,0.005,no
36,blue-collar,married,basic.9y,0.003,no
42,housemaid,married,university.degree,0.066,no
24,student,single,high.school,0.067,no
44,blue-collar,single,basic.9y,0.201,yes
38,admin.,married,university.degree,0,no
39,unemployed,married,university.degree,0,no
45,admin.,divorced,university.degree,0.001,no
36,blue-collar,married,basic.4y,0.004,no
56,retired,married,high.school,0.333,no
35,blue-collar,unknown,basic.9y,0.008,no
27,services,single,university.degree,0.146,no
47,blue-collar,married,basic.4y,0.023,no
55,management,married,university.degree,0.355,yes
38,unemployed,married,basic.9y,0.001,no
38,admin.,single,university.degree,0.006,no
35,admin.,single,university.degree,0.013,no
31,admin.,single,university.degree,0.014,no
43,housemaid,married,basic.4y,0,no
31,admin.,married,high.school,0.148,yes
40,technician,single,university.degree,0.571,no
35,blue-collar,divorced,basic.6y,0.008,no
31,admin.,single,high.school,0.006,no
27,services,divorced,high.school,0.006,no
36,admin.,single,university.degree,0.877,yes
30,self-employed,single,university.degree,0.004,no
75,retired,married,unknown,0.481,yes
45,unknown,married,unknown,0.007,no
56,services,divorced,university.degree,0.018,no
34,blue-collar,married,basic.9y,0.007,no
30,services,married,high.school,0,no
56,entrepreneur,married,university.degree,0.616,no
46,admin.,divorced,university.degree,0.002,no
46,blue-collar,married,basic.9y,0.286,no
47,admin.,married,high.school,0.018,no
37,blue-collar,married,basic.9y,0,no
26,services,single,high.school,0.022,no
38,admin.,divorced,university.degree,0.002,no
54,blue-collar,married,university.degree,0.003,no
27,admin.,married,university.degree,0.023,no
35,services,married,high.school,0.002,no
35,admin.,married,basic.9y,0,no
42,admin.,single,university.degree,0.005,no
34,technician,married,university.degree,0.109,no
35,entrepreneur,married,basic.6y,0.015,no
26,student,single,high.school,0.052,no
48,blue-collar,married,basic.9y,0,no
48,admin.,divorced,university.degree,0.455,no
28,blue-collar,single,basic.9y,0.001,no
47,technician,married,high.school,0.039,no
32,admin.,divorced,university.degree,0.094,no
43,blue-collar,married,basic.4y,0.005,no
36,technician,single,university.degree,0.02,no
30,blue-collar,single,basic.9y,0.053,no
31,management,single,high.school,0.001,no
53,admin.,married,high.school,0.001,no
54,admin.,married,high.school,0.001,no
35,services,married,high.school,0.014,no
25,blue-collar,single,basic.9y,0.019,no
25,admin.,single,basic.9y,0,no
27,blue-collar,married,high.school,0.005,no
47,technician,divorced,university.degree,0.059,no
46,admin.,divorced,university.degree,0.006,no
49,admin.,married,high.school,0.663,yes
34,admin.,single,university.degree,0.002,no
39,blue-collar,married,basic.4y,0,no
36,blue-collar,married,high.school,0,no
35,management,married,university.degree,0.023,no
44,services,divorced,high.school,0.001,no
37,housemaid,married,basic.4y,0.003,no
30,admin.,single,university.degree,0.402,no
40,blue-collar,married,basic.6y,0.016,no
40,blue-collar,married,basic.4y,0.002,no
27,admin.,single,high.school,0.188,no
32,admin.,single,university.degree,0.113,no
35,housemaid,single,basic.4y,0.016,no
56,technician,single,professional.course,0.268,no
54,blue-collar,married,basic.9y,0.001,no
30,technician,married,professional.course,0,no
54,self-employed,married,high.school,0.014,no
49,housemaid,married,basic.4y,0.043,no
29,services,single,high.school,0.014,no
29,technician,single,professional.course,0.143,no
46,unemployed,married,basic.9y,0.531,yes
47,admin.,divorced,high.school,0.01,no
44,technician,married,university.degree,0.003,no
39,blue-collar,divorced,basic.9y,0.007,no
54,retired,divorced,university.degree,0.014,no
29,admin.,single,university.degree,0.005,no
60,management,married,university.degree,0.042,no
31,technician,married,professional.course,0.001,no
38,services,married,high.school,0.022,no
31,technician,single,professional.course,0.036,no
32,technician,married,university.degree,0.01,no
35,admin.,married,high.school,0.001,no
33,technician,single,professional.course,0.017,no
75,retired,divorced,basic.4y,0.516,no
30,admin.,single,high.school,0.004,no
56,blue-collar,single,basic.4y,0.395,no
36,blue-collar,married,basic.4y,0.006,no
31,admin.,divorced,university.degree,0.606,yes
46,services,divorced,high.school,0.015,no
43,blue-collar,married,basic.9y,0.01,no
34,technician,married,high.school,0.013,no
47,technician,divorced,high.school,0.026,no
53,services,divorced,high.school,0.025,no
32,admin.,single,university.degree,0.5,no
51,self-employed,married,university.degree,0,no
52,technician,divorced,university.degree,0.451,yes
29,admin.,married,high.school,0.701,yes
57,blue-collar,divorced,basic.9y,0.063,yes
33,admin.,married,university.degree,0.001,no
54,admin.,married,university.degree,0.017,no
50,admin.,single,university.degree,0.918,yes
53,services,married,high.school,0.009,no
36,blue-collar,married,basic.9y,0.058,no
39,admin.,married,professional.course,0.001,no
28,admin.,single,high.school,0.446,yes
42,admin.,single,high.school,0.006,no
42,blue-collar,married,basic.4y,0.004,no
56,entrepreneur,married,university.degree,0.001,no
34,entrepreneur,married,university.degree,0.055,yes
51,admin.,divorced,high.school,0.63,yes
40,blue-collar,divorced,basic.9y,0.026,no
35,technician,married,professional.course,0.006,no
24,admin.,single,university.degree,0.559,yes
40,technician,married,professional.course,0.016,no
23,student,single,high.school,0.307,no
45,admin.,single,basic.9y,0.046,no
49,services,married,high.school,0.003,no
29,services,single,high.school,0.343,yes
32,unemployed,married,high.school,0.055,no
52,blue-collar,married,basic.4y,0.291,no
50,services,married,basic.6y,0.007,no
33,admin.,single,high.school,0.53,yes
61,admin.,married,university.degree,0.166,no
41,self-employed,married,university.degree,0.016,no
29,blue-collar,married,basic.9y,0.496,yes
49,technician,married,professional.course,0.019,no
43,blue-collar,married,basic.4y,0.015,no
48,services,married,high.school,0.447,no
37,housemaid,married,university.degree,0.747,yes
45,admin.,divorced,university.degree,0.157,no
32,services,single,professional.course,0,no
39,technician,married,unknown,0.003,no
37,technician,divorced,professional.course,0.011,no
36,technician,married,basic.9y,0.013,no
23,admin.,single,university.degree,0.25,yes
50,unemployed,married,basic.4y,0.025,no
39,blue-collar,married,basic.9y,0.096,no
42,blue-collar,married,basic.4y,0.08,no
46,admin.,married,basic.9y,0.385,yes
47,management,divorced,university.degree,0.162,no
44,blue-collar,married,basic.4y,0.567,no
30,admin.,married,university.degree,0.003,no
47,housemaid,married,basic.4y,0.002,no
30,admin.,married,high.school,0.194,yes
38,admin.,married,university.degree,0.071,yes
43,blue-collar,married,basic.9y,0.402,yes
29,admin.,married,university.degree,0.007,no
34,admin.,married,high.school,0.011,no
40,blue-collar,married,basic.9y,0,no
53,housemaid,married,basic.4y,0.136,no
37,blue-collar,single,basic.6y,0.002,no
31,services,single,high.school,0.067,no
37,blue-collar,married,high.school,0.004,no
39,admin.,married,university.degree,0.001,no
30,technician,single,university.degree,0.006,no
58,housemaid,single,professional.course,0.526,yes
56,technician,married,professional.course,0.002,no
27,admin.,married,high.school,0.001,no
34,services,married,high.school,0.057,no
54,blue-collar,divorced,basic.4y,0,no
31,services,divorced,high.school,0.014,no
41,blue-collar,married,basic.9y,0.001,no
50,blue-collar,married,basic.4y,0.014,no
41,admin.,single,university.degree,0.735,yes
46,admin.,married,university.degree,0.01,no
60,admin.,married,basic.9y,0.005,no
26,admin.,married,high.school,0.003,no
37,technician,married,university.degree,0,no
41,services,single,unknown,0.347,no
31,blue-collar,married,basic.4y,0.016,no
42,admin.,divorced,university.degree,0,no
48,blue-collar,married,basic.4y,0,no
39,blue-collar,married,basic.9y,0.003,no
47,admin.,divorced,high.school,0.423,yes
36,management,married,university.degree,0.438,yes
39,admin.,single,university.degree,0.001,no
31,blue-collar,single,basic.9y,0.32,no
38,housemaid,divorced,high.school,0.001,no
57,retired,divorced,basic.9y,0.554,no
35,blue-collar,single,unknown,0.011,no
45,blue-collar,married,unknown,0.316,yes
60,technician,divorced,professional.course,0.005,no
52,blue-collar,married,basic.4y,0.01,no
49,technician,married,professional.course,0.002,no
35,admin.,married,university.degree,0.866,no
36,technician,married,university.degree,0,no
44,blue-collar,single,basic.4y,0,no
36,blue-collar,single,professional.course,0.002,no
22,technician,single,professional.course,0.194,no
37,technician,married,professional.course,0.79,no
41,technician,married,professional.course,0,no
41,technician,married,professional.course,0.61,yes
29,technician,divorced,university.degree,0.197,no
50,services,married,high.school,0.001,no
63,technician,married,unknown,0.143,no
52,admin.,married,high.school,0.005,no
43,blue-collar,divorced,basic.9y,0.01,no
40,entrepreneur,married,basic.9y,0.199,no
36,admin.,married,university.degree,0,no
27,admin.,single,university.degree,0.341,no
42,technician,married,university.degree,0,no
29,management,single,university.degree,0.001,no
50,unemployed,married,high.school,0.388,no
41,blue-collar,married,basic.4y,0,no
25,admin.,single,high.school,0.01,no
59,blue-collar,married,basic.9y,0.221,no
37,blue-collar,married,basic.9y,0.002,no
42,admin.,married,high.school,0.004,no
27,admin.,single,university.degree,0.41,no
45,self-employed,divorced,university.degree,0,no
32,management,single,university.degree,0.512,no
26,student,single,professional.course,0.113,yes
24,student,single,high.school,0.014,no
36,technician,married,university.degree,0.006,no
57,blue-collar,married,basic.9y,0.001,no
82,retired,single,basic.4y,0.673,no
33,admin.,single,high.school,0.004,no
38,technician,single,professional.course,0.026,no
52,technician,married,basic.9y,0.001,no
31,admin.,married,university.degree,0,no
38,technician,single,university.degree,0.012,no
46,technician,divorced,basic.9y,0.009,no
43,admin.,married,university.degree,0.003,no
45,admin.,married,high.school,0.006,no
44,blue-collar,married,basic.4y,0.002,no
50,blue-collar,divorced,basic.4y,0.008,no
37,blue-collar,married,basic.4y,0,no
34,admin.,single,university.degree,0.06,no
28,admin.,divorced,high.school,0.016,no
59,retired,divorced,university.degree,0.007,no
54,blue-collar,married,basic.4y,0.025,no
56,technician,married,basic.4y,0.808,yes
28,admin.,married,high.school,0.385,no
31,technician,married,professional.course,0.001,no
44,admin.,married,high.school,0.004,no
57,technician,married,basic.9y,0.023,no
44,technician,divorced,unknown,0.006,no
46,blue-collar,married,basic.9y,0.014,no
36,blue-collar,married,basic.9y,0.039,no
50,technician,married,university.degree,0.007,no
33,self-employed,married,university.degree,0.09,no
38,management,married,unknown,0.134,no
31,admin.,divorced,high.school,0,no
42,self-employed,married,university.degree,0.004,no
41,management,married,basic.9y,0.018,no
31,admin.,single,university.degree,0,no
46,unknown,married,basic.4y,0,no
31,management,single,university.degree,0.004,no
31,technician,married,basic.9y,0.012,no
39,admin.,single,high.school,0,no
35,admin.,single,university.degree,0.402,no
28,technician,single,university.degree,0.433,no
30,management,single,university.degree,0.388,yes
36,admin.,married,university.degree,0,no
58,retired,married,basic.9y,0.018,no
52,self-employed,single,university.degree,0.018,no
40,technician,single,professional.course,0.004,no
32,unemployed,single,university.degree,0.059,no
32,admin.,divorced,university.degree,0,no
28,self-employed,married,university.degree,0.056,no
32,blue-collar,married,basic.9y,0.001,no
24,blue-collar,single,basic.9y,0.021,no
36,admin.,single,unknown,0,no
32,unemployed,married,basic.9y,0.006,no
37,housemaid,married,university.degree,0.104,no
47,self-employed,married,university.degree,0.009,no
48,management,married,university.degree,0.021,no
28,admin.,single,high.school,0.067,no
37,entrepreneur,single,university.degree,0.002,no
33,unemployed,married,basic.4y,0.099,no
42,blue-collar,married,basic.9y,0.542,yes
45,self-employed,divorced,university.degree,0.014,no
28,admin.,single,university.degree,0.547,yes
30,technician,divorced,professional.course,0.002,no
29,technician,single,university.degree,0.043,no
30,management,married,university.degree,0.01,no
37,blue-collar,single,basic.6y,0.01,no
33,technician,divorced,professional.course,0.015,no
31,admin.,single,high.school,0.152,no
43,services,married,basic.9y,0.007,no
39,blue-collar,married,basic.4y,0.002,no
36,blue-collar,married,basic.9y,0.001,no
28,admin.,married,high.school,0,no
27,admin.,single,university.degree,0.266,yes
35,management,divorced,university.degree,0.126,no
57,admin.,single,unknown,0.005,no
31,unemployed,married,university.degree,0,no
26,student,single,university.degree,0.027,no
35,admin.,married,university.degree,0.004,no
33,technician,divorced,university.degree,0.018,no
43,technician,married,professional.course,0.006,no
39,services,married,high.school,0.003,no
43,technician,married,professional.course,0.693,yes
31,services,single,basic.9y,0.008,no
32,technician,married,high.school,0.301,no
31,admin.,single,university.degree,0,no
33,admin.,single,university.degree,0.848,yes
42,management,married,unknown,0.005,no
40,admin.,married,high.school,0.01,no
50,admin.,married,basic.9y,0.004,no
31,admin.,single,university.degree,0.001,no
30,technician,single,university.degree,0.012,no
26,blue-collar,married,basic.9y,0.015,no
32,student,single,high.school,0.432,yes
54,entrepreneur,married,basic.9y,0.02,no
29,admin.,single,high.school,0.002,no
49,technician,married,professional.course,0.009,no
34,blue-collar,divorced,professional.course,0.004,no
30,admin.,married,university.degree,0.394,no
31,admin.,divorced,high.school,0.011,no
37,blue-collar,single,high.school,0.217,no
34,technician,married,university.degree,0.009,no
33,admin.,married,university.degree,0.004,no
58,blue-collar,married,basic.4y,0.001,no
38,blue-collar,single,basic.4y,0.001,no
39,technician,married,university.degree,0.001,no
54,services,married,basic.4y,0.225,no
28,admin.,single,high.school,0.526,yes
37,self-employed,divorced,university.degree,0.003,no
36,admin.,single,university.degree,0.525,yes
45,entrepreneur,married,basic.9y,0.013,no
34,admin.,single,university.degree,0.001,no
28,blue-collar,single,unknown,0.229,yes
51,blue-collar,married,basic.4y,0.001,no
33,blue-collar,single,basic.4y,0.004,no
47,admin.,married,high.school,0.001,no
30,admin.,single,university.degree,0,no
52,management,married,university.degree,0.008,no
53,technician,married,high.school,0.036,no
30,services,single,high.school,0.002,no
57,housemaid,married,basic.9y,0.003,no
52,housemaid,married,basic.4y,0,no
33,admin.,single,unknown,0.352,no
88,retired,married,university.degree,0.344,no
57,technician,single,high.school,0.01,no
57,blue-collar,married,basic.4y,0,no
42,technician,married,professional.course,0.217,no
38,admin.,single,basic.6y,0.007,no
69,retired,married,professional.course,0.313,no
31,blue-collar,single,basic.4y,0.001,no
26,admin.,single,university.degree,0.005,no
49,blue-collar,married,basic.9y,0.002,no
37,admin.,single,basic.9y,0.009,no
55,management,divorced,university.degree,0.438,yes
37,blue-collar,single,professional.course,0,no
59,housemaid,married,basic.4y,0.017,no
33,admin.,married,high.school,0,no
25,services,single,high.school,0.023,no
53,unknown,single,unknown,0.043,no
56,technician,married,professional.course,0.005,no
28,admin.,married,university.degree,0.125,no
32,admin.,single,high.school,0.788,yes
39,blue-collar,married,basic.6y,0.556,no
45,services,married,professional.course,0.003,no
